,location,bhk,total_sqft,bath,price,encoded_loc
2384,Sarjapur  Road,3,1750.0,3.0,110.0,196
2385,Hebbal,2,1053.0,2.0,48.0,92
2386,Kadubeesanahalli,3,1665.0,3.0,70.0,117
2387,Bommasandra,3,1447.0,3.0,80.0,48
2388,Balagere,2,1012.0,2.0,75.0,25
2389,Malleshpalya,3,1900.0,3.0,60.0,160
2390,others,2,1308.0,2.0,92.66,232
2391,Green Glen Layout,4,3250.0,4.0,230.0,83
2392,Hormavu,1,1351.0,2.0,53.0,100
2393,Gunjur,2,1140.0,2.0,49.11,85
2394,Uttarahalli,3,1250.0,2.0,55.0,218
2395,Kanakapura,3,1290.0,3.0,45.15,127
2396,Garudachar Palya,3,1320.0,2.0,60.6,79
2397,Akshaya Nagar,3,1662.0,3.0,85.5,11
2398,Garudachar Palya,3,1295.0,2.0,59.5,79
2399,Battarahalli,3,1777.0,3.0,100.0,37
2400,Kadugodi,3,1900.0,3.0,108.0,118
2401,Anandapura,3,1576.0,3.0,59.1,15
2402,Sompura,2,1020.0,2.0,41.0,205
2403,others,3,2100.0,3.0,170.0,232
2404,Raja Rajeshwari Nagar,1,648.0,1.0,31.75,186
2405,Neeladri Nagar,3,1167.0,2.0,38.0,174
2406,Hoodi,2,1220.0,2.0,50.89,97
2407,Vittasandra,2,1259.0,2.0,67.4,225
2408,Gottigere,4,2000.0,4.0,82.0,82
2409,8th Phase JP Nagar,3,1800.0,3.0,80.0,7
2410,others,3,1991.0,3.0,160.0,232
2411,Bannerghatta,3,1665.0,3.0,110.0,33
2412,others,2,1234.0,2.0,61.0,232
2413,Mysore Road,3,1340.0,2.0,64.31,167
2414,Banashankari,2,1170.0,2.0,46.79,26
2415,Electronics City Phase 1,2,995.0,2.0,46.0,76
2416,Old Airport Road,2,1075.0,2.0,60.0,177
2417,Electronic City,2,1025.0,2.0,54.5,74
2418,Rachenahalli,3,2721.0,3.0,113.0,185
2419,Thanisandra,3,2000.0,3.0,99.0,211
2420,Whitefield,4,2500.0,4.0,155.0,226
2421,Mallasandra,2,1325.0,2.0,70.0,159
2422,Kadugodi,2,1314.0,2.0,68.2,118
2423,Kanakpura Road,3,2265.0,3.0,136.0,128
2424,Yelahanka,2,1026.0,2.0,41.0,228
2425,others,3,1200.0,3.0,66.0,232
2426,others,3,2220.0,4.0,65.0,232
2427,KR Puram,2,1564.9842423276207,2.0,51.22,116
2428,Hebbal,2,1420.0,2.0,99.39,92
2429,Sarjapur  Road,3,1888.0,4.0,95.0,196
2430,JP Nagar,2,1300.0,2.0,90.87,110
2431,Rajaji Nagar,2,1216.0,2.0,97.16,187
2432,Begur,3,1559.0,3.0,63.0,38
2433,Harlur,2,1290.0,2.0,87.0,91
2434,Whitefield,1,905.0,1.0,55.0,226
2435,others,2,1069.0,2.0,55.0,232
2436,Sarjapur  Road,3,1300.0,3.0,60.0,196
2437,Channasandra,2,1115.0,2.0,33.45,56
2438,Ambedkar Nagar,3,2150.0,4.0,125.0,13
2439,Marathahalli,3,1305.0,2.0,69.0,162
2440,Kanakpura Road,2,1252.0,2.0,56.32,128
2441,Whitefield,2,1200.0,2.0,46.13,226
2442,Koramangala,3,1750.0,3.0,130.0,145
2443,others,2,1375.0,2.0,105.0,232
2444,Subramanyapura,2,1313.0,2.0,66.5,207
2445,Attibele,4,3640.0,4.0,275.0,21
2446,others,3,1693.0,3.0,108.0,232
2447,others,2,1160.0,2.0,41.75,232
2448,Subramanyapura,3,1255.0,2.0,79.0,207
2449,others,2,900.0,2.0,45.0,232
2450,Yelahanka New Town,3,1700.0,3.0,90.0,229
2451,Uttarahalli,3,1700.0,3.0,88.0,218
2452,Harlur,3,1749.0,3.0,115.0,91
2453,Dasanapura,2,1500.0,3.0,65.0,63
2454,others,2,1175.0,2.0,48.0,232
2455,Akshaya Nagar,2,1280.0,2.0,60.0,11
2456,others,2,1200.0,2.0,50.0,232
2457,Ramagondanahalli,3,1610.0,2.0,115.0,189
2458,Electronic City,2,1070.0,2.0,46.0,74
2459,TC Palaya,2,1200.0,2.0,66.0,209
2460,9th Phase JP Nagar,2,1127.0,2.0,50.0,8
2461,others,2,600.0,2.0,23.0,232
2462,others,2,1364.0,2.0,70.0,232
2463,Whitefield,4,2268.0,3.0,146.0,226
2464,others,3,1150.0,2.0,77.5,232
2465,others,2,1146.0,2.0,39.5,232
2466,Magadi Road,2,1345.0,2.0,55.0,156
2467,others,2,1110.0,2.0,41.0,232
2468,Kengeri,2,750.0,2.0,36.0,136
2469,others,2,1156.0,2.0,49.5,232
2470,others,2,1247.0,2.0,59.8,232
2471,others,2,1058.0,2.0,60.0,232
2472,Kaggalipura,2,950.0,2.0,48.0,120
2473,Vijayanagar,3,1520.0,2.0,103.0,222
2474,others,1,900.0,1.0,30.0,232
2475,Hennur Road,3,2350.0,3.0,174.0,96
2476,Thanisandra,2,1050.0,2.0,46.0,211
2477,Laggere,5,2800.0,5.0,125.0,153
2478,others,3,1500.0,2.0,65.0,232
2479,others,2,1400.0,2.0,65.0,232
2480,8th Phase JP Nagar,4,2700.0,4.0,130.0,7
2481,Bommasandra,2,920.0,2.0,37.46,48
2482,Sarjapur  Road,3,1200.0,3.0,70.0,196
2483,Haralur Road,2,1464.0,2.0,56.0,90
2484,Electronics City Phase 1,3,1555.0,2.0,82.0,76
2485,Whitefield,2,1150.0,2.0,55.0,226
2486,Kadubeesanahalli,2,970.0,2.0,35.0,117
2487,Banashankari,4,2500.0,4.0,95.0,26
2488,others,2,1166.0,2.0,53.0,232
2489,Electronic City,3,1350.0,3.0,58.0,74
2490,others,2,900.0,2.0,46.0,232
2491,others,3,1190.0,3.0,55.0,232
2492,Kodichikkanahalli,3,1495.0,2.0,75.0,139
2493,Banashankari Stage III,3,1350.0,2.0,68.0,28
2494,Green Glen Layout,2,940.0,2.0,56.8,83
2495,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0,186
2496,Kaikondrahalli,2,1300.0,2.0,61.0,121
2497,Hoodi,2,1105.0,2.0,46.37,97
2498,Sarjapur  Road,3,2600.0,3.0,200.0,196
2499,Yelahanka,3,1517.0,3.0,76.3,228
2500,Jalahalli,3,1615.0,3.0,89.75,112
2501,others,3,1500.0,3.0,65.0,232
2502,Mysore Road,3,1082.0,3.0,50.5,167
2503,Marathahalli,2,1365.0,2.0,73.0,162
2504,CV Raman Nagar,2,1392.0,2.0,98.0,53
2505,Kodigehalli,2,1086.0,2.0,33.66,141
2506,Hennur Road,3,1586.0,3.0,93.94,96
2507,Hennur,2,1100.0,2.0,60.0,95
2508,Electronic City Phase II,2,1065.0,2.0,30.75,75
2509,TC Palaya,3,1500.0,2.0,120.0,209
2510,7th Phase JP Nagar,3,1575.0,2.0,120.0,6
2511,Hennur Road,3,1975.0,3.0,123.0,96
2512,others,2,820.0,2.0,24.0,232
2513,Gubbalala,3,1745.0,3.0,110.0,84
2514,Nagarbhavi,2,1223.0,2.0,60.0,170
2515,Ananth Nagar,3,1200.0,2.0,65.0,16
2516,Basaveshwara Nagar,2,1200.0,2.0,90.0,36
2517,Binny Pete,1,665.0,1.0,46.08,45
2518,Bharathi Nagar,2,1351.0,2.0,70.0,42
2519,Hebbal,3,1355.0,3.0,83.87,92
2520,Sector 7 HSR Layout,3,3900.0,3.0,300.0,199
2521,Thanisandra,3,1588.0,3.0,75.55,211
2522,Amruthahalli,2,900.0,2.0,60.0,14
2523,Harlur,4,3385.0,4.0,260.0,91
2524,Panathur,3,1370.0,2.0,75.0,181
2525,Whitefield,3,1500.0,3.0,71.8,226
2526,Kanakpura Road,3,1100.0,3.0,53.0,128
2527,Hoodi,2,1247.0,2.0,53.0,97
2528,Balagere,2,1020.07,2.0,68.38,25
2529,others,3,1033.0,2.0,32.0,232
2530,others,3,1460.0,2.0,73.0,232
2531,Garudachar Palya,2,1150.0,2.0,52.8,79
2532,Sarjapur  Road,5,5965.0,5.0,385.0,196
2533,Babusapalaya,2,1141.0,2.0,46.0,24
2534,Doddaballapur,4,4200.0,4.0,325.0,68
2535,Hosa Road,3,1665.0,2.0,125.0,101
2536,Kanakapura,2,1295.0,2.0,64.0,127
2537,Haralur Road,2,1230.0,2.0,78.0,90
2538,others,3,1080.0,2.0,75.0,232
2539,Kaggalipura,2,1000.0,2.0,60.0,120
2540,Rayasandra,3,1708.0,3.0,75.0,191
2541,Thanisandra,3,1697.0,3.0,115.0,211
2542,Whitefield,4,3537.0,5.0,210.0,226
2543,Hosa Road,1,615.0,1.0,28.29,101
2544,Banashankari,3,1350.0,2.0,83.0,26
2545,Kanakpura Road,3,1564.9842423276207,2.0,66.4,128
2546,Jalahalli,2,1083.0,2.0,32.49,112
2547,Gottigere,3,1460.0,2.0,65.0,82
2548,Babusapalaya,2,1084.0,2.0,58.0,24
2549,Bommasandra,2,1035.0,2.0,41.43,48
2550,others,3,2400.0,2.0,150.0,232
2551,Hosur Road,1,460.0,1.0,21.0,104
2552,Whitefield,2,1285.0,2.0,55.9,226
2553,Sarjapur,3,1200.0,3.0,78.0,195
2554,others,2,1070.0,2.0,35.0,232
2555,Hegde Nagar,3,1801.0,3.0,140.0,94
2556,Whitefield,3,1697.0,3.0,115.0,226
2557,AECS Layout,2,1199.0,2.0,65.0,9
2558,Mysore Road,3,1340.0,2.0,64.31,167
2559,Marathahalli,4,3800.0,4.0,205.0,162
2560,others,2,1125.0,2.0,75.0,232
2561,Anandapura,2,1200.0,2.0,67.0,15
2562,Subramanyapura,2,1050.0,2.0,41.0,207
2563,Nagarbhavi,2,956.0,2.0,49.0,170
2564,Sarjapur,2,1000.0,2.0,30.0,195
2565,others,3,1596.0,3.0,95.0,232
2566,Kanakpura Road,2,1296.0,2.0,89.06,128
2567,others,3,1639.0,3.0,123.0,232
2568,Electronic City Phase II,2,1219.0,2.0,61.25,75
2569,Uttarahalli,3,1200.0,3.0,50.0,218
2570,Bannerghatta Road,2,1218.0,2.0,73.0,34
2571,others,2,920.0,2.0,37.0,232
2572,Yeshwanthpur,3,2559.0,3.0,141.0,231
2573,others,1,525.0,1.0,26.0,232
2574,Bannerghatta Road,3,1427.0,2.0,48.51,34
2575,Kothannur,3,1270.0,3.0,45.0,146
2576,Ramagondanahalli,2,920.0,2.0,65.0,189
2577,Ramamurthy Nagar,3,1355.0,2.0,40.0,190
2578,Lingadheeranahalli,3,1530.0,2.0,90.0,155
2579,others,3,1372.0,2.0,90.0,232
2580,Nehru Nagar,4,2363.0,5.0,120.0,175
2581,Marathahalli,4,3895.0,4.0,220.0,162
2582,Jakkur,3,1950.0,3.0,131.0,111
2583,others,2,885.0,2.0,40.0,232
2584,Yelahanka,2,600.0,2.0,27.0,228
2585,Kanakpura Road,2,1339.0,2.0,62.0,128
2586,Whitefield,2,1130.0,2.0,36.0,226
2587,Uttarahalli,2,1085.0,2.0,43.0,218
2588,Yeshwanthpur,3,1430.0,3.0,72.0,231
2589,others,3,1490.0,2.0,59.6,232
2590,others,4,1650.0,4.0,99.0,232
2591,Bellandur,2,1286.0,2.0,57.0,40
2592,others,2,925.0,2.0,63.0,232
2593,Bellandur,4,3016.0,4.0,230.0,40
2594,Haralur Road,2,1000.0,2.0,44.0,90
2595,Whitefield,2,1215.0,2.0,39.0,226
2596,others,4,1200.0,3.0,95.0,232
2597,Lakshminarayana Pura,2,1336.0,2.0,100.0,154
2598,Yeshwanthpur,1,673.0,1.0,36.85,231
2599,Anandapura,2,1200.0,2.0,58.0,15
2600,others,2,1200.0,2.0,79.0,232
2601,Devanahalli,5,2400.0,5.0,100.0,65
2602,Sector 2 HSR Layout,2,1143.0,2.0,65.0,198
2603,Kanakpura Road,2,1470.0,2.0,61.74,128
2604,Marathahalli,3,1785.0,3.0,94.0,162
2605,Kothanur,3,1460.0,3.0,71.0,147
2606,Kasturi Nagar,3,1500.0,2.0,80.0,132
2607,Sanjay nagar,5,3300.0,3.0,250.0,193
2608,Chikkalasandra,2,1230.0,2.0,48.0,59
2609,Yelahanka New Town,1,650.0,1.0,20.0,229
2610,Benson Town,2,1480.0,2.0,120.0,41
2611,Thanisandra,2,1220.0,2.0,43.92,211
2612,others,3,1570.0,3.0,115.0,232
2613,Mallasandra,3,1665.0,3.0,86.91,159
2614,Ramamurthy Nagar,2,1100.0,2.0,68.0,190
2615,Kathriguppe,3,1350.0,2.0,87.01,133
2616,Kasavanhalli,3,1719.0,3.0,116.0,131
2617,Budigere,1,664.0,1.0,35.0,52
2618,Sonnenahalli,2,1011.0,2.0,50.53,206
2619,others,6,2400.0,6.0,130.0,232
2620,others,3,1680.0,3.0,85.0,232
2621,Yeshwanthpur,2,1564.9842423276207,2.0,49.475,231
2622,Uttarahalli,3,1350.0,2.0,53.0,218
2623,others,2,875.0,2.0,33.0,232
2624,Hennur,2,1231.0,2.0,48.0,95
2625,Somasundara Palya,2,1174.0,2.0,74.0,204
2626,Munnekollal,3,1560.0,3.0,75.0,165
2627,others,2,1464.0,2.0,56.0,232
2628,Kanakpura Road,3,2200.0,3.0,130.0,128
2629,Shivaji Nagar,2,850.0,2.0,55.0,202
2630,1st Phase JP Nagar,3,2024.0,3.0,157.0,1
2631,Devanahalli,2,1080.0,2.0,44.0,65
2632,Electronic City,2,1020.0,2.0,29.46,74
2633,Begur Road,3,1500.0,2.0,55.0,39
2634,Kodichikkanahalli,4,3250.0,4.0,180.0,139
2635,Uttarahalli,2,1175.0,2.0,47.0,218
2636,Channasandra,2,1030.0,2.0,34.5,56
2637,Hebbal,2,1440.0,2.0,115.0,92
2638,Hoodi,2,1500.0,2.0,84.0,97
2639,Thanisandra,1,1380.0,1.0,62.1,211
2640,others,2,1200.0,2.0,50.0,232
2641,others,1,705.0,1.0,36.5,232
2642,Hegde Nagar,3,1584.01,3.0,103.0,94
2643,others,3,1340.0,3.0,77.0,232
2644,others,3,1800.0,3.0,70.0,232
2645,R.T. Nagar,2,1200.0,2.0,45.0,184
2646,Sarjapur  Road,1,685.0,1.0,40.0,196
2647,others,2,925.0,2.0,42.0,232
2648,others,2,1230.0,2.0,57.0,232
2649,Kodichikkanahalli,2,1125.0,2.0,52.0,139
2650,Hebbal,2,1100.0,2.0,54.0,92
2651,Jigani,3,2400.0,3.0,149.0,114
2652,Electronic City Phase II,3,1400.0,2.0,41.58,75
2653,Jakkur,3,1858.0,3.0,98.3,111
2654,others,1,1260.0,1.0,41.0,232
2655,Ambedkar Nagar,4,3530.0,4.0,290.0,13
2656,HSR Layout,2,1185.0,2.0,60.0,89
2657,Hennur,2,1255.0,2.0,58.0,95
2658,Kudlu Gate,3,1335.0,3.0,89.0,149
2659,Dodda Nekkundi,3,1999.0,3.0,132.0,67
2660,Kundalahalli,3,1397.0,3.0,110.0,151
2661,Chikka Tirupathi,3,1616.0,3.0,95.0,57
2662,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,186
2663,Kanakpura Road,1,525.0,1.0,30.0,128
2664,Varthur,3,1200.0,2.0,98.0,219
2665,Balagere,2,1205.47,2.0,81.0,25
2666,Electronic City,3,1700.0,3.0,75.0,74
2667,Kanakpura Road,2,1090.0,2.0,54.54,128
2668,Yeshwanthpur,4,3600.0,5.0,220.0,231
2669,Thanisandra,1,923.0,1.0,60.84,211
2670,Green Glen Layout,2,1050.0,2.0,48.0,83
2671,Whitefield,2,1495.0,2.0,79.5,226
2672,Hennur Road,3,1564.9842423276207,2.0,93.865,96
2673,others,3,1485.0,3.0,85.0,232
2674,Dommasandra,3,1033.0,2.0,31.5,72
2675,Electronic City,3,1400.0,2.0,48.0,74
2676,Sarjapur  Road,2,944.0,2.0,35.0,196
2677,Whitefield,2,1216.0,2.0,66.48,226
2678,others,2,1100.0,2.0,39.5,232
2679,Thanisandra,3,1743.0,3.0,93.25,211
2680,Yelahanka,2,1274.0,2.0,48.42,228
2681,Mysore Road,3,1512.0,2.0,110.0,167
2682,Cox Town,3,1650.0,3.0,100.0,62
2683,Doddathoguru,3,1875.0,3.0,55.0,70
2684,Whitefield,3,1350.0,3.0,54.0,226
2685,others,2,1219.0,2.0,40.0,232
2686,Sarjapura - Attibele Road,3,2400.0,3.0,85.0,197
2687,Hormavu,2,1141.0,2.0,44.4,100
2688,Anandapura,2,1151.0,2.0,43.1,15
2689,Sarjapur  Road,2,915.0,2.0,38.0,196
2690,others,3,3259.0,3.0,270.0,232
2691,Bannerghatta Road,2,1115.0,2.0,65.12,34
2692,Thigalarapalya,3,2072.0,4.0,139.0,212
2693,Kaggadasapura,2,1200.0,2.0,53.0,119
2694,Singasandra,2,1300.0,2.0,65.0,203
2695,Bellandur,2,1457.0,2.0,85.0,40
2696,Kannamangala,2,1262.0,2.0,55.0,129
2697,Attibele,1,420.0,1.0,17.0,21
2698,Kanakapura,2,1160.0,2.0,46.39,127
2699,Kasavanhalli,2,1115.0,2.0,50.0,131
2700,JP Nagar,3,1315.0,2.0,85.4,110
2701,Babusapalaya,2,1500.0,2.0,57.0,24
2702,HSR Layout,2,1127.0,2.0,68.0,89
2703,Kundalahalli,3,1397.0,3.0,104.0,151
2704,Whitefield,2,1173.0,2.0,60.0,226
2705,Jakkur,2,1230.0,2.0,76.0,111
2706,others,4,3200.0,3.0,190.0,232
2707,Sarjapur  Road,2,858.0,2.0,31.57,196
2708,Talaghattapura,3,1868.0,3.0,121.0,210
2709,Uttarahalli,3,1689.28,3.0,91.2,218
2710,Banashankari,3,1425.0,3.0,49.88,26
2711,Tindlu,2,1350.0,2.0,100.0,215
2712,Channasandra,6,4200.0,6.0,180.0,56
2713,Uttarahalli,3,1310.0,2.0,85.0,218
2714,others,2,970.0,2.0,40.0,232
2715,Kundalahalli,3,1397.0,3.0,108.0,151
2716,Sarjapur,2,1157.0,2.0,40.0,195
2717,Kasavanhalli,2,1125.0,2.0,61.2,131
2718,Sonnenahalli,2,1157.0,2.0,42.0,206
2719,Sarjapur  Road,2,1241.0,2.0,82.0,196
2720,Marathahalli,4,4000.0,4.0,220.0,162
2721,Rajiv Nagar,4,2340.0,4.0,148.0,188
2722,others,1,596.0,1.0,42.0,232
2723,Brookefield,2,1139.0,2.0,80.0,51
2724,Thigalarapalya,4,3122.0,5.0,225.0,212
2725,Yeshwanthpur,2,1168.0,2.0,64.08,231
2726,Chandapura,2,877.0,2.0,42.0,55
2727,Electronics City Phase 1,2,1340.0,2.0,75.0,76
2728,others,3,1405.0,2.0,70.0,232
2729,others,3,1800.0,3.0,65.0,232
2730,others,3,1360.0,2.0,65.0,232
2731,others,2,985.0,2.0,63.0,232
2732,7th Phase JP Nagar,3,1850.0,3.0,150.0,6
2733,others,3,1490.0,2.0,88.0,232
2734,others,2,620.0,1.0,25.0,232
2735,Hormavu,2,1130.0,2.0,42.3,100
2736,Yelachenahalli,2,1080.0,2.0,55.0,227
2737,Singasandra,4,3126.0,4.0,120.0,203
2738,Begur Road,3,1410.0,2.0,52.17,39
2739,Bommanahalli,3,1375.0,3.0,59.0,47
2740,Hennur Road,3,1290.0,2.0,94.5,96
2741,Hosa Road,3,1318.0,2.0,85.28,101
2742,Electronic City,2,1128.0,2.0,68.0,74
2743,others,4,4428.0,4.0,255.0,232
2744,Kanakpura Road,2,1051.0,2.0,56.74,128
2745,Kannamangala,4,2400.0,4.0,130.0,129
2746,Yelahanka,2,1327.0,2.0,85.0,228
2747,others,2,1301.0,2.0,55.0,232
2748,others,1,650.0,1.0,30.0,232
2749,Varthur,3,1200.0,3.0,67.75,219
2750,others,3,1500.0,2.0,89.99,232
2751,Electronic City Phase II,2,1000.0,2.0,28.88,75
2752,Sarjapur  Road,2,984.0,2.0,45.91,196
2753,Hebbal,3,1355.0,3.0,83.87,92
2754,others,1,910.0,1.0,42.0,232
2755,others,3,1250.0,3.0,39.0,232
2756,Hosakerehalli,2,1304.0,2.0,100.0,102
2757,Begur Road,3,1615.0,3.0,58.0,39
2758,Sarjapur  Road,2,1400.0,2.0,68.0,196
2759,CV Raman Nagar,2,1070.0,2.0,47.5,53
2760,Hoodi,2,1132.0,2.0,89.37,97
2761,others,3,2000.0,3.0,85.0,232
2762,Sector 2 HSR Layout,1,794.0,1.0,65.0,198
2763,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59,186
2764,Gottigere,3,1500.0,3.0,70.0,82
2765,Bhoganhalli,2,1447.0,2.0,75.97,43
2766,Whitefield,2,1269.0,2.0,75.0,226
2767,Kanakpura Road,2,1070.0,2.0,37.45,128
2768,Marathahalli,2,1208.0,2.0,70.0,162
2769,Ramamurthy Nagar,2,1185.0,2.0,45.5,190
2770,Anekal,2,888.0,2.0,34.0,17
2771,others,1,532.0,1.0,22.49,232
2772,others,3,1060.0,3.0,62.0,232
2773,Electronic City,1,700.0,1.0,35.0,74
2774,others,2,902.0,2.0,42.0,232
2775,Doddathoguru,2,984.0,2.0,51.0,70
2776,Hebbal,4,2700.0,2.0,100.0,92
2777,Jalahalli East,3,1475.0,3.0,96.0,113
2778,Haralur Road,2,1300.0,2.0,79.0,90
2779,Babusapalaya,3,1453.0,2.0,43.59,24
2780,Akshaya Nagar,3,1666.0,3.0,95.0,11
2781,Murugeshpalya,3,1845.0,3.0,91.0,166
2782,Sarjapura - Attibele Road,3,1676.0,3.0,52.0,197
2783,Uttarahalli,2,1137.0,2.0,63.0,218
2784,Electronic City,3,1360.0,2.0,70.5,74
2785,others,3,1374.0,2.0,70.0,232
2786,Whitefield,5,3227.0,5.0,250.0,226
2787,others,4,2145.0,4.0,125.0,232
2788,Kasavanhalli,3,2170.0,3.0,151.0,131
2789,others,2,1080.0,2.0,55.0,232
2790,Electronic City Phase II,3,1790.0,3.0,100.0,75
2791,Doddathoguru,1,550.0,1.0,17.0,70
2792,Somasundara Palya,2,1033.0,2.0,48.0,204
2793,others,2,1000.0,2.0,80.0,232
2794,others,2,1240.0,2.0,52.6,232
2795,others,3,1500.0,2.0,97.0,232
2796,Marathahalli,3,1730.0,3.0,139.0,162
2797,Kasavanhalli,3,1915.0,3.0,80.0,131
2798,Whitefield,3,1545.0,3.0,79.0,226
2799,others,3,1865.0,4.0,140.0,232
2800,Hebbal Kempapura,2,1150.0,2.0,40.0,93
2801,others,2,1200.0,2.0,49.0,232
2802,Kengeri,2,963.0,2.0,40.0,136
2803,Kaikondrahalli,4,1700.0,4.0,108.0,121
2804,Lingadheeranahalli,3,1682.0,3.0,120.0,155
2805,Yelahanka,3,1371.0,2.0,65.0,228
2806,Hennur Road,2,901.0,2.0,49.5,96
2807,Ambalipura,3,1730.0,3.0,120.0,12
2808,EPIP Zone,3,1500.0,3.0,102.0,73
2809,others,4,3500.0,4.0,245.0,232
2810,others,2,1203.0,2.0,59.86,232
2811,Horamavu Banaswadi,2,1357.0,2.0,54.0,99
2812,others,3,1600.0,3.0,76.0,232
2813,Yelahanka New Town,1,350.0,1.0,13.5,229
2814,Varthur,3,1665.0,3.0,53.0,219
2815,Sarjapur  Road,1,835.0,1.0,46.95,196
2816,Haralur Road,3,1444.0,2.0,80.0,90
2817,Kanakapura,2,1277.0,2.0,55.0,127
2818,Lingadheeranahalli,3,1521.0,3.0,94.71,155
2819,others,2,1134.0,2.0,40.0,232
2820,others,2,995.0,2.0,34.82,232
2821,Marathahalli,2,1325.0,1.0,92.0,162
2822,Kothanur,6,4000.0,6.0,150.0,147
2823,Marathahalli,3,1525.0,3.0,90.0,162
2824,others,3,1320.0,2.0,73.0,232
2825,Electronics City Phase 1,1,650.0,1.0,23.0,76
2826,Electronic City,2,1150.0,2.0,38.0,74
2827,Electronic City Phase II,2,769.0,2.0,40.0,75
2828,Electronic City,3,1571.0,3.0,105.0,74
2829,Hennur Road,3,1445.0,3.0,86.56,96
2830,Bommasandra,2,902.0,2.0,49.0,48
2831,Sarjapur,3,2238.0,3.0,140.0,195
2832,Electronic City,2,1090.0,2.0,31.49,74
2833,Yelahanka,3,1712.0,3.0,82.0,228
2834,Haralur Road,2,1088.0,2.0,68.0,90
2835,Somasundara Palya,3,1575.0,3.0,63.1,204
2836,Kundalahalli,3,1920.0,3.0,150.0,151
2837,Margondanahalli,2,1000.0,2.0,57.0,163
2838,others,2,1100.0,2.0,56.1,232
2839,Electronic City,2,1089.0,2.0,45.0,74
2840,Horamavu Agara,2,1106.0,2.0,43.09,98
2841,Kengeri,2,927.0,2.0,37.0,136
2842,Kanakpura Road,2,1339.0,2.0,58.0,128
2843,Thanisandra,1,923.0,1.0,45.69,211
2844,Lakshminarayana Pura,2,1175.0,2.0,75.0,154
2845,Thubarahalli,2,975.0,2.0,55.0,213
2846,Hebbal,3,2400.0,4.0,180.0,92
2847,Subramanyapura,3,1330.0,3.0,72.0,207
2848,Thanisandra,2,1183.0,2.0,59.74,211
2849,Harlur,3,1758.0,3.0,133.0,91
2850,Pai Layout,2,1100.0,2.0,50.0,180
2851,Ramamurthy Nagar,2,1170.0,2.0,46.8,190
2852,others,5,2400.0,5.0,120.0,232
2853,Raja Rajeshwari Nagar,3,1530.0,3.0,51.77,186
2854,Hebbal,2,1420.0,2.0,107.0,92
2855,Kanakpura Road,3,1591.0,3.0,115.0,128
2856,others,2,675.0,3.0,52.0,232
2857,Hoodi,2,1055.0,2.0,57.63,97
2858,Iblur Village,3,1918.0,3.0,129.0,108
2859,Sarjapur  Road,2,1280.0,2.0,76.0,196
2860,Nagarbhavi,3,1560.0,3.0,66.0,170
2861,Sarjapur  Road,2,1145.0,2.0,49.5,196
2862,others,3,1801.0,3.0,139.0,232
2863,Whitefield,3,1306.0,3.0,54.65,226
2864,Hebbal,2,1320.0,2.0,92.0,92
2865,others,3,1350.0,2.0,65.0,232
2866,Kalyan nagar,4,3800.0,5.0,300.0,123
2867,Bannerghatta Road,3,1344.0,2.0,42.0,34
2868,Bannerghatta Road,3,1893.0,3.0,100.0,34
2869,Chandapura,3,1107.0,2.0,43.0,55
2870,Lakshminarayana Pura,2,1190.0,2.0,75.0,154
2871,Whitefield,2,1000.0,2.0,35.0,226
2872,others,2,2400.0,2.0,160.0,232
2873,Kumaraswami Layout,2,1000.0,2.0,48.5,150
2874,Jalahalli,3,2113.0,3.0,155.0,112
2875,KR Puram,2,1100.0,2.0,46.0,116
2876,Harlur,4,1884.0,4.0,120.0,91
2877,Electronic City,2,1110.0,2.0,40.0,74
2878,Kudlu,2,1027.0,2.0,43.0,148
2879,others,3,1250.0,3.0,40.0,232
2880,Sarjapur  Road,3,1470.0,3.0,62.0,196
2881,others,2,1150.0,2.0,75.0,232
2882,Kudlu Gate,1,703.0,1.0,52.0,149
2883,others,3,1400.0,2.0,62.0,232
2884,Bellandur,2,1195.0,2.0,51.0,40
2885,others,2,1302.0,2.0,69.1,232
2886,Begur Road,3,1583.0,3.0,74.4,39
2887,others,3,1488.0,2.0,60.0,232
2888,Whitefield,4,3262.0,4.0,260.0,226
2889,Electronic City,3,1600.0,3.0,104.0,74
2890,Old Airport Road,2,1150.0,2.0,90.0,177
2891,Sarjapur  Road,2,1263.0,2.0,78.0,196
2892,Kanakpura Road,2,1299.0,2.0,85.0,128
2893,Banashankari,2,1330.0,2.0,78.0,26
2894,Devanahalli,3,1282.0,2.0,52.43,65
2895,others,3,1853.0,3.0,82.0,232
2896,others,2,861.0,2.0,35.0,232
2897,Bannerghatta Road,3,1600.0,3.0,95.0,34
2898,others,2,1256.0,2.0,62.8,232
2899,others,3,1390.0,2.0,80.0,232
2900,others,3,1550.0,2.0,90.0,232
2901,Hebbal,2,919.0,2.0,49.0,92
2902,Margondanahalli,3,1625.0,3.0,80.0,163
2903,Gunjur,2,1195.0,2.0,44.0,85
2904,Yelenahalli,2,1159.0,2.0,60.0,230
2905,Whitefield,3,1386.0,3.0,57.46,226
2906,Harlur,2,1197.0,2.0,79.0,91
2907,Bommasandra,3,1295.0,2.0,50.28,48
2908,others,3,1310.0,2.0,37.83,232
2909,Whitefield,2,1132.0,2.0,79.28,226
